person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
27,36000,0,7.0,4,B,6000,10.25,0,0.17,0,10
27,36000,2,5.0,1,B,14400,10.62,0,0.4,0,9
29,44000,3,8.0,5,A,11000,7.29,0,0.25,0,6
35,36000,2,3.0,5,B,8000,12.53,0,0.22,0,10
34,44000,3,1.0,1,C,11000,13.79,0,0.25,1,6
30,36000,0,4.0,4,C,11500,13.57,0,0.32,0,8
33,36000,2,0.0,4,A,10000,7.74,0,0.28,0,7
28,45000,3,6.0,3,B,11000,11.99,0,0.24,0,7
27,39000,3,0.0,3,D,11000,16.07,1,0.28,1,9
31,46992,3,1.0,3,B,11000,11.14,0,0.23,0,9
27,41000,3,11.0,0,D,11000,15.33,1,0.27,1,7
28,41500,3,3.0,3,D,11000,15.33,1,0.27,1,5
32,47900,3,2.0,3,A,11000,7.51,0,0.23,0,10
30,36000,0,7.0,3,B,15000,11.83,0,0.42,0,5
33,51000,3,0.0,5,A,11000,9.63,0,0.22,0,7
32,51250,3,2.0,3,A,11000,7.29,0,0.21,0,5
28,45996,3,0.0,3,D,11000,14.74,1,0.24,1,7
27,52000,3,2.0,4,C,11000,11.34,0,0.21,0,9
30,53000,3,1.0,3,A,11000,6.62,0,0.21,0,9
27,36000,0,3.0,2,A,2500,9.63,0,0.07,0,7
34,36000,0,5.0,4,E,12000,16.0,0,0.33,1,10
28,36000,0,1.0,4,D,1400,15.37,0,0.04,1,9
28,55000,3,3.0,3,A,11000,7.49,0,0.2,0,5
29,52000,3,2.0,2,D,11000,15.62,1,0.21,1,10
27,60000,3,0.0,2,B,11000,10.71,0,0.18,0,7
28,36000,0,4.0,5,B,2400,10.71,0,0.07,0,7
35,65867,3,3.0,4,A,11000,9.32,0,0.17,0,10
28,68000,3,4.0,5,B,11000,11.49,0,0.16,0,5
29,69000,3,5.0,4,D,11000,14.61,0,0.16,1,5
28,69996,3,1.0,5,C,11000,13.79,0,0.16,0,8
33,64000,3,14.0,5,E,11000,15.68,1,0.17,1,5
28,75000,3,5.0,4,A,11000,7.51,0,0.15,0,9
29,36100,0,2.0,4,C,14000,14.27,0,0.39,0,5
28,65025,3,4.0,3,E,11000,16.35,1,0.14,1,8
27,83604,3,2.0,3,B,11000,9.76,0,0.13,0,7
27,36120,0,2.0,5,D,2000,15.58,0,0.06,1,5
35,90000,3,3.0,4,B,11000,11.99,0,0.12,0,10
34,93000,3,11.0,2,C,11000,12.53,0,0.12,1,10
31,94527,3,7.0,2,A,11000,7.49,0,0.12,0,9
35,36153,0,2.0,4,D,3000,11.86,0,0.08,0,8
27,85500,3,1.0,1,D,11000,15.99,1,0.13,0,6
30,138000,3,0.0,5,A,11000,7.49,0,0.08,0,10
31,36400,0,0.0,5,D,8000,14.46,0,0.22,0,9
32,24000,3,3.0,0,A,10800,7.75,1,0.45,0,8
29,32000,3,6.0,0,C,10800,13.57,1,0.34,0,6
34,29000,3,0.0,2,A,10800,9.63,1,0.37,0,10
28,33288,3,2.0,1,C,10800,12.09,1,0.32,0,6
30,40000,3,4.0,5,C,10800,13.57,1,0.27,0,7
33,36500,0,17.0,2,A,3200,7.37,0,0.09,0,6
29,42000,3,6.0,0,D,10800,16.29,1,0.26,1,7
33,30500,0,1.0,2,B,10000,9.33,1,0.33,0,6
34,48000,3,4.0,0,B,10800,10.99,0,0.23,0,7
29,36538,0,2.0,4,A,2500,6.62,0,0.07,0,7
27,36600,0,6.0,5,A,5000,5.42,0,0.14,0,5
28,50000,3,0.0,4,C,10800,13.49,0,0.22,1,5
29,52000,3,3.0,0,C,10800,14.27,0,0.21,0,5
28,52300,3,1.0,3,A,10800,7.88,0,0.21,0,8
27,48000,3,3.0,0,D,10800,15.99,1,0.23,0,8
35,55596,3,2.0,1,B,10800,9.91,0,0.19,0,8
27,36789,0,1.0,0,C,5500,13.57,0,0.15,1,8
27,69996,3,3.0,1,D,10800,14.91,0,0.15,1,10
31,36900,0,15.0,2,B,1600,9.62,0,0.04,0,8
28,36960,2,6.0,2,C,15000,13.61,0,0.41,1,10
27,82600,3,4.0,3,B,10800,9.76,0,0.13,0,8
27,36996,0,4.0,0,B,8800,11.48,0,0.24,0,6
27,24960,3,3.0,0,B,10750,10.25,1,0.43,0,10
31,24996,3,0.0,1,C,10750,12.53,1,0.43,0,8
29,28800,3,4.0,0,A,10750,7.51,1,0.37,0,10
35,37000,2,1.0,1,A,4650,6.62,0,0.13,0,8
33,55000,3,1.0,1,C,10725,13.16,0,0.2,0,6
34,37000,2,17.0,1,A,5000,7.9,0,0.14,0,10
32,31000,0,16.0,0,A,3000,7.51,1,0.1,0,7
27,37000,2,3.0,3,B,5000,9.91,0,0.14,0,6
28,37000,0,6.0,3,A,18250,7.49,0,0.49,0,10
30,26500,3,14.0,0,C,10625,14.27,1,0.4,0,9
27,37000,2,5.0,2,B,8000,10.99,0,0.22,0,10
27,27900,3,3.0,3,A,10625,7.9,1,0.38,0,5
32,37000,0,3.0,4,B,3000,11.49,0,0.08,0,7
28,37000,0,4.0,1,A,10000,7.49,0,0.27,0,6
34,37000,0,7.0,0,B,4400,10.99,0,0.12,0,5
35,31000,0,2.0,4,B,8875,11.99,1,0.29,0,7
27,33000,3,4.0,3,A,10625,6.62,1,0.32,0,5
28,37000,0,12.0,4,B,1000,10.99,0,0.03,0,6
31,34000,3,15.0,4,C,10625,14.79,1,0.31,1,6
29,35000,3,1.0,0,A,10625,7.9,0,0.3,0,8
33,31000,0,2.0,4,B,13000,10.74,1,0.42,0,6
29,37000,2,2.0,1,A,2800,7.66,0,0.08,0,5
34,35000,3,3.0,3,C,10600,15.96,0,0.3,0,10
33,65600,3,4.0,4,C,10600,12.99,0,0.16,0,7
29,49668,3,4.0,0,A,10525,7.9,0,0.21,0,6
29,37000,0,5.0,2,B,4800,10.36,0,0.13,0,7
33,37000,0,2.0,4,B,13000,10.36,0,0.35,0,7
35,31000,0,2.0,0,D,5000,14.46,1,0.16,1,5
32,37000,0,11.0,2,B,12000,11.86,0,0.32,0,9
30,31000,0,3.0,1,A,13000,7.88,1,0.42,0,8
34,38000,3,3.0,3,C,10500,13.49,0,0.28,0,5
33,38400,3,6.0,3,B,10500,11.99,0,0.27,0,8
28,40000,3,6.0,1,C,10500,14.27,0,0.26,0,10
31,50000,3,3.0,4,A,10500,6.17,0,0.21,0,8
30,44000,3,0.0,4,D,10500,15.58,1,0.24,1,10
33,53796,3,1.0,0,B,10500,11.14,0,0.2,0,6
31,37000,0,12.0,0,C,22000,12.73,0,0.59,1,7
28,60000,3,10.0,2,C,10500,15.27,0,0.17,1,6
34,62100,3,1.0,1,B,10500,11.26,0,0.17,0,5
31,66000,3,11.0,2,B,10500,12.69,0,0.16,0,10
28,75000,3,0.0,3,B,10500,9.63,0,0.14,0,10
27,75600,3,11.0,2,B,10500,12.69,0,0.14,0,5
31,351699,3,7.0,5,D,10500,15.7,0,0.03,0,6
34,55500,3,2.0,4,A,10450,7.51,0,0.19,0,10
27,30456,3,0.0,5,A,10400,6.91,1,0.34,0,6
29,31400,3,3.0,3,B,10400,10.71,1,0.33,0,7
32,32004,3,10.0,0,C,10400,15.27,1,0.32,0,9
28,39000,3,2.0,1,B,10400,10.37,0,0.27,0,10
30,31000,0,3.0,5,D,12000,14.42,1,0.39,0,5
27,45000,3,12.0,0,C,10400,14.65,0,0.23,0,9
30,37017,0,3.0,4,A,9000,6.54,0,0.24,0,7
27,51600,3,1.0,4,F,10400,18.25,1,0.2,1,6
27,62000,3,9.0,1,C,10400,13.49,0,0.17,1,10
29,31100,0,9.0,0,E,3000,16.82,1,0.1,1,5
28,65000,3,9.0,4,A,10400,5.42,0,0.16,0,8
27,80400,3,11.0,1,B,10400,11.86,0,0.13,0,6
27,35000,3,5.0,3,C,10375,14.27,0,0.3,0,5
29,32400,3,5.0,5,A,10275,6.62,1,0.32,0,8
30,37200,0,0.0,3,C,6600,13.49,0,0.18,0,9
33,37200,0,3.0,1,A,3000,6.92,0,0.08,0,5
29,75000,3,1.0,5,C,10250,12.23,0,0.14,1,10
28,45000,3,6.0,3,D,3600,16.29,0,0.08,0,7
27,45000,3,6.0,5,B,3600,12.42,0,0.08,0,8
28,37290,0,7.0,4,A,5500,5.42,0,0.15,0,5
33,48000,3,4.0,0,B,3600,11.99,0,0.07,0,10
32,48000,3,15.0,0,A,3600,6.92,0,0.07,0,5
35,37400,0,3.0,5,D,10750,15.95,0,0.29,0,5
29,50000,3,9.0,3,C,3600,15.27,0,0.07,1,10
34,50000,3,0.0,4,B,3600,11.99,0,0.07,0,7
33,50000,3,5.0,1,C,3600,13.8,0,0.07,0,5
29,52000,3,4.0,4,B,3600,11.71,0,0.07,0,8
33,53000,3,4.0,0,B,3600,9.25,0,0.07,0,5
29,54996,3,8.0,0,A,3600,9.63,0,0.07,0,5
33,55000,3,5.0,4,A,3600,6.99,0,0.07,0,6
31,55000,3,2.0,1,A,3600,7.51,0,0.07,0,7
28,49000,3,2.0,5,C,3600,13.98,1,0.07,1,9
28,60000,3,3.0,1,B,3600,9.63,0,0.06,0,5
30,60000,3,1.0,0,A,3600,8.59,0,0.06,0,9
28,60000,3,1.0,0,B,3600,12.21,0,0.06,0,10
33,37500,0,3.0,1,D,6500,15.33,0,0.17,1,7
30,69000,3,4.0,3,C,3600,13.99,0,0.05,0,10
27,64000,3,3.0,4,A,3600,7.49,1,0.06,0,5
27,70000,3,9.0,3,C,3600,14.79,0,0.05,1,10
28,37584,2,2.0,3,B,20000,11.48,0,0.53,0,5
33,74400,3,15.0,0,C,3600,15.27,0,0.05,0,9
28,37620,0,5.0,1,B,4000,11.71,0,0.11,0,8
28,82300,3,3.0,5,A,3600,9.63,0,0.04,0,8
35,31732,0,0.0,0,C,8000,13.92,1,0.25,0,5
35,85000,3,1.0,0,A,3600,7.51,0,0.04,0,6
31,62050,3,0.0,3,D,3600,15.95,1,0.05,0,9
30,90000,3,14.0,1,D,3600,14.91,0,0.04,0,6
29,82438,3,14.0,4,B,3600,10.99,1,0.04,0,9
27,106000,3,11.0,1,C,3600,14.27,0,0.03,0,5
30,110000,3,0.0,0,B,3600,10.71,0,0.03,0,8
31,160000,3,8.0,5,C,3600,15.23,0,0.02,0,7
33,20000,3,5.0,1,A,3625,6.99,0,0.18,0,9
27,54000,3,2.0,1,A,3625,7.9,0,0.07,0,6
32,65000,3,3.0,4,A,3625,6.03,0,0.06,0,8
31,110000,3,2.0,4,A,3650,9.63,0,0.03,0,6
35,19200,3,2.0,5,A,3675,8.49,1,0.19,0,7
32,25000,3,9.0,0,B,3700,9.91,0,0.15,0,6
28,25200,3,2.0,1,B,3700,9.62,0,0.15,0,8
31,29000,3,4.0,4,B,3700,9.91,1,0.13,0,7
28,40000,3,1.0,4,C,3700,15.96,0,0.09,0,8
31,38000,2,5.0,5,B,14000,9.91,0,0.37,0,5
30,38000,0,14.0,4,A,6000,6.62,0,0.16,0,5
34,38000,0,12.0,0,B,12775,9.91,0,0.34,0,5
28,94000,3,3.0,1,A,3700,7.9,0,0.04,0,9
34,25200,3,0.0,4,C,3750,12.99,0,0.15,1,6
32,50000,3,0.0,2,A,3775,6.17,0,0.08,0,8
32,13200,3,2.0,4,A,3800,7.29,1,0.29,0,9
35,38000,0,5.0,2,A,5000,6.62,0,0.13,0,7
32,38000,2,2.0,5,C,4000,14.65,0,0.11,0,9
28,38000,2,13.0,5,A,6425,5.42,0,0.17,0,8
32,68000,3,9.0,5,D,3800,16.89,0,0.06,1,8
35,38000,0,10.0,5,A,9600,7.49,0,0.25,0,9
31,38000,2,15.0,5,B,10400,11.49,0,0.27,0,10
28,29950,3,4.0,1,C,3825,14.27,0,0.13,0,8
32,38000,0,8.0,2,C,8000,13.49,0,0.21,1,6
33,38000,2,4.0,3,B,10000,10.99,0,0.26,0,10
31,49000,3,2.0,3,B,3850,9.62,0,0.08,0,6
28,20292,3,3.0,5,B,3900,12.53,0,0.19,0,9
31,20400,3,0.0,3,C,3900,14.79,0,0.19,1,6
32,38000,0,16.0,5,B,10000,10.37,0,0.26,0,6
28,30000,3,4.0,5,B,3900,11.99,0,0.13,0,8
35,38000,0,1.0,3,B,2400,10.37,0,0.06,0,5
28,55000,3,2.0,3,B,3900,11.99,0,0.07,0,10
29,27000,3,10.0,2,D,3975,12.17,1,0.15,0,5
27,12000,3,0.0,5,C,4000,14.22,1,0.33,1,7
27,32000,0,3.0,2,B,4500,9.99,1,0.14,0,8
29,38000,0,3.0,1,D,6000,15.21,0,0.16,1,9
31,38000,2,1.0,4,D,13750,15.21,0,0.36,0,5
28,14400,3,2.0,3,C,4000,13.11,1,0.28,1,8
31,15000,3,2.0,5,B,4000,11.49,1,0.27,0,6
28,38000,0,5.0,5,A,8400,7.51,0,0.22,0,7
29,38000,0,8.0,1,A,3600,7.14,0,0.09,0,9
30,15000,3,2.0,2,D,4000,13.67,1,0.27,1,7
31,38000,0,2.0,3,B,2000,11.36,0,0.05,0,8
30,16500,3,0.0,5,C,4000,14.22,1,0.24,1,7
31,17000,3,2.0,3,D,4000,14.59,1,0.24,1,9
27,17000,3,2.0,5,D,4000,14.42,1,0.24,0,8
35,38000,0,2.0,3,B,15000,10.99,0,0.39,0,5
35,32000,0,1.0,0,D,10750,14.96,1,0.34,1,5
32,18000,3,0.0,1,D,4000,15.2,1,0.22,0,10
31,18000,3,6.0,1,C,4000,12.84,1,0.22,0,5
29,38000,0,5.0,1,A,8000,8.59,0,0.21,0,6
33,38000,0,0.0,1,C,2500,13.22,0,0.07,0,6
28,19200,3,0.0,0,B,4000,12.69,1,0.21,0,8
34,38000,2,1.0,5,A,10000,8.94,0,0.26,0,6
29,19200,3,4.0,4,B,4000,10.37,1,0.21,0,6
34,38000,0,9.0,4,C,14500,12.84,0,0.38,1,6
35,19820,3,0.0,4,B,4000,11.12,1,0.2,0,10
30,19968,3,3.0,0,E,4000,16.45,1,0.2,0,9
27,20000,3,2.0,3,B,4000,10.65,0,0.2,0,8
28,20000,3,5.0,0,B,4000,10.99,0,0.2,0,9
27,32000,0,0.0,3,C,7500,11.59,1,0.23,1,9
28,20000,3,4.0,4,D,4000,14.59,0,0.2,0,9
28,20000,3,2.0,2,C,4000,13.11,1,0.2,0,6
27,38000,0,11.0,0,B,5000,9.76,0,0.13,0,5
33,20000,3,5.0,4,C,4000,13.47,0,0.2,1,8
27,21000,3,5.0,3,B,4000,11.49,0,0.19,0,9
29,21000,3,1.0,3,A,4000,5.79,0,0.19,0,10
30,21300,3,1.0,0,C,4000,12.87,0,0.19,1,7
32,21600,3,4.0,0,A,4000,8.07,0,0.19,0,10
29,21864,3,1.0,4,B,4000,12.42,0,0.18,0,7
27,22000,3,1.0,1,A,4000,6.39,0,0.18,0,10
32,23000,3,1.0,0,C,4000,14.22,0,0.17,1,6
27,23400,3,2.0,4,A,4000,7.49,0,0.17,0,6
31,24000,3,0.0,1,A,4000,6.76,0,0.17,0,9
27,38004,0,11.0,0,C,6500,13.79,0,0.17,1,8
31,24000,3,2.0,4,C,4000,13.48,0,0.17,1,6
27,24000,3,0.0,0,C,4000,12.87,0,0.17,0,10
32,38100,0,0.0,1,A,8400,8.38,0,0.22,0,9
29,24960,3,13.0,5,A,4000,5.42,0,0.16,0,6
28,38196,0,5.0,3,B,10750,10.75,0,0.28,0,10
27,26000,3,6.0,3,B,4000,10.25,0,0.15,0,10
27,32304,0,6.0,2,A,1200,6.76,1,0.04,0,9
29,26004,3,5.0,1,B,4000,10.0,1,0.15,0,7
33,38400,0,0.0,5,B,10000,9.91,0,0.26,0,7
29,26568,3,2.0,2,D,4000,16.0,1,0.15,0,8
29,38400,0,0.0,3,C,14000,14.27,0,0.36,1,8
28,27600,3,8.0,0,C,4000,15.23,0,0.14,0,8
29,27996,3,4.0,3,A,4000,6.92,0,0.14,0,7
33,38400,2,0.0,5,B,16450,10.65,0,0.43,0,8
29,28550,3,6.0,0,B,4000,10.59,0,0.14,0,10
33,28800,3,5.0,3,B,4000,9.88,0,0.14,0,5
29,28800,3,1.0,5,C,4000,13.92,1,0.14,0,10
32,38400,2,4.0,3,B,2400,9.99,0,0.06,0,7
27,29120,3,2.0,1,B,4000,10.75,0,0.14,0,5
27,30000,3,6.0,1,B,4000,12.69,1,0.13,0,7
34,30000,3,2.0,4,A,4000,7.51,0,0.13,0,7
30,30000,3,1.0,3,C,4000,13.99,0,0.13,1,6
34,30000,3,0.0,3,B,4000,9.63,0,0.13,0,6
27,38400,0,3.0,0,C,15000,12.68,0,0.39,0,5
35,38400,0,1.0,5,B,9500,10.36,0,0.25,0,6
33,38400,2,1.0,1,D,8000,15.58,0,0.21,1,7
27,30000,3,6.0,3,B,4000,10.39,0,0.13,0,9
28,30996,3,7.0,3,B,4000,10.65,0,0.13,0,5
27,31000,3,0.0,3,B,4000,10.74,0,0.13,0,7
28,31150,3,4.0,3,B,4000,11.49,0,0.13,0,7
30,38400,0,14.0,0,A,16750,7.88,0,0.44,0,5
32,32004,3,16.0,3,B,4000,11.49,0,0.12,0,9
33,32004,3,3.0,0,A,4000,8.32,0,0.12,0,7
27,32160,3,1.0,3,D,4000,15.99,1,0.12,0,9
27,33000,3,5.0,3,A,4000,5.99,0,0.12,0,8
27,33000,3,7.0,1,A,4000,6.76,0,0.12,0,9
30,33280,3,1.0,3,C,4000,13.79,0,0.12,0,9
31,33600,3,0.0,3,B,4000,11.49,0,0.12,0,5
27,34000,3,10.0,3,D,4000,17.19,1,0.12,1,9
32,34000,3,4.0,5,A,4000,7.74,0,0.12,0,10
30,34000,3,0.0,5,B,4000,10.95,0,0.12,0,10
32,34200,3,0.0,5,C,4000,13.48,0,0.12,1,9
33,34400,3,6.0,5,B,4000,10.25,0,0.12,0,9
29,38600,2,9.0,5,C,1600,12.84,0,0.04,1,7
31,35000,3,1.0,5,B,4000,10.65,0,0.11,0,5
29,35000,3,6.0,1,C,4000,15.23,0,0.11,1,9
29,35000,3,1.0,3,A,4000,5.99,0,0.11,0,6
34,38769,0,3.0,0,A,2400,8.9,0,0.06,0,6
35,35000,3,13.0,3,C,4000,13.35,0,0.11,0,8
33,35000,3,0.0,3,A,4000,7.88,0,0.11,0,5
28,29004,3,0.0,4,E,4000,16.45,1,0.14,0,10
28,35004,3,2.0,1,B,4000,12.53,0,0.11,0,5
33,39000,2,0.0,5,B,10000,12.42,0,0.26,0,7
28,35600,3,3.0,1,A,4000,7.49,0,0.11,0,6
31,35600,3,0.0,3,C,4000,13.61,0,0.11,0,5
28,36000,3,1.0,0,B,4000,12.42,0,0.11,0,10
28,33000,0,9.0,4,A,4000,7.9,1,0.12,0,8
29,33000,0,8.0,1,B,5600,11.71,1,0.17,0,6
31,36000,3,4.0,3,C,4000,13.8,0,0.11,1,9
34,36000,3,1.0,3,C,4000,13.61,0,0.11,0,10
27,39000,0,6.0,0,B,6400,10.99,0,0.16,0,10
35,39000,0,5.0,2,B,15000,10.99,0,0.38,0,9
32,37400,3,0.0,0,B,4000,10.38,0,0.11,0,7
33,38196,3,1.0,3,B,4000,10.0,0,0.1,0,5
29,39000,0,12.0,4,A,16000,5.99,0,0.41,0,8
30,39000,3,6.0,3,C,4000,15.96,0,0.1,0,9
27,39000,3,1.0,4,B,4000,10.74,0,0.1,0,9
35,33000,3,0.0,2,E,4000,16.32,1,0.12,0,10
34,33456,3,2.0,1,E,4000,16.45,1,0.12,0,5
30,39996,3,2.0,0,C,4000,12.99,0,0.1,1,9
32,39000,0,4.0,5,A,16700,7.51,0,0.43,0,8
29,33996,3,11.0,1,C,4000,13.47,1,0.12,0,7
30,34000,3,6.0,0,C,4000,13.49,1,0.12,0,5
32,40000,3,1.0,3,C,4000,13.49,0,0.1,1,8
32,40000,3,2.0,1,B,4000,9.99,0,0.1,0,7
33,40000,3,2.0,0,A,4000,7.88,0,0.1,0,10
29,40000,3,7.0,4,C,4000,12.53,0,0.1,0,10
32,40000,3,2.0,3,C,4000,13.79,0,0.1,0,6
27,39000,0,0.0,0,C,6900,12.87,0,0.18,0,9
27,34800,3,2.0,5,D,4000,14.54,1,0.11,1,7
31,41000,3,7.0,5,B,4000,10.99,0,0.1,0,8
31,41000,3,1.0,3,B,4000,10.0,0,0.1,0,10
29,39000,0,6.0,3,A,7100,8.32,0,0.18,0,5
27,33000,0,8.0,1,D,9000,12.49,1,0.27,1,8
32,42000,3,6.0,4,B,4000,11.12,0,0.1,0,5
33,42000,3,2.0,4,A,4000,6.39,0,0.1,0,9
30,42000,3,1.0,0,A,4000,7.88,0,0.1,0,6
27,43000,3,11.0,1,D,4000,16.29,0,0.09,1,9
29,39432,0,6.0,1,B,8000,11.86,0,0.2,0,6
27,39480,0,2.0,1,C,7200,13.79,0,0.18,0,8
27,37200,3,4.0,1,D,4000,17.27,1,0.11,0,9
32,45576,3,1.0,5,B,4000,10.99,0,0.09,0,9
28,39600,3,4.0,4,C,4000,12.61,1,0.1,0,10
28,39500,0,11.0,1,A,11000,7.14,0,0.28,0,8
29,46000,3,6.0,5,B,4000,9.99,0,0.09,0,9
28,41000,3,11.0,4,E,4000,18.64,1,0.1,0,8
29,39500,0,8.0,5,A,5000,7.74,0,0.13,0,8
33,39504,0,17.0,1,A,3000,7.37,0,0.08,0,5
30,39552,0,2.0,5,B,12375,10.37,0,0.31,0,9
33,48000,3,0.0,3,C,4000,14.65,0,0.08,0,5
29,39600,0,0.0,1,B,5600,10.65,0,0.14,0,8
27,48000,3,7.0,4,B,4000,9.62,0,0.08,0,10
28,48000,3,7.0,3,C,4000,14.35,0,0.08,0,8
34,39600,0,16.0,4,A,2400,6.03,0,0.06,0,9
32,39600,0,0.0,2,D,1500,15.99,0,0.04,0,8
34,39600,0,14.0,5,A,6000,5.99,0,0.15,0,5
31,48000,3,0.0,3,C,4000,13.85,0,0.08,1,6
27,39600,2,7.0,2,A,9900,6.54,0,0.25,0,5
30,39600,0,5.0,0,B,3000,10.38,0,0.08,0,10
34,48000,3,0.0,1,A,4000,8.0,0,0.08,0,9
33,42804,3,17.0,1,C,4000,12.73,1,0.09,1,7
27,48996,3,2.0,0,A,4000,9.32,0,0.08,0,9
27,49000,3,11.0,3,B,4000,10.59,0,0.08,0,8
27,39600,0,11.0,0,A,4800,6.76,0,0.12,0,9
31,50000,3,0.0,5,A,4000,6.62,0,0.08,0,8
28,39600,0,2.0,0,B,5000,12.53,0,0.13,0,6
33,39600,0,0.0,4,A,3000,7.68,0,0.08,0,7
28,50000,3,1.0,2,B,4000,10.59,0,0.08,0,10
30,39750,0,3.0,2,B,1425,10.37,0,0.04,0,5
35,50000,3,0.0,3,C,4000,13.22,0,0.08,1,5
29,44000,3,1.0,1,D,4000,12.36,1,0.09,1,8
29,39960,0,13.0,1,D,11000,16.49,0,0.28,0,6
30,39962,0,5.0,0,B,3200,9.7,0,0.08,0,7
31,52000,3,1.0,3,A,4000,7.49,0,0.08,0,5
28,52000,3,0.0,2,B,4000,10.75,0,0.08,0,8
27,52600,3,3.0,5,E,4000,17.39,0,0.08,1,7
27,47000,3,2.0,2,D,4000,15.33,1,0.09,1,10
27,48000,3,2.0,1,A,4000,6.03,1,0.08,0,6
27,54000,3,3.0,1,B,4000,10.74,0,0.07,0,5
27,54000,3,4.0,4,C,4000,12.61,0,0.07,1,6
27,48996,3,1.0,0,D,4000,14.61,1,0.08,1,6
29,55200,3,13.0,2,B,4000,10.59,0,0.07,0,10
27,55200,3,0.0,1,A,4000,6.76,0,0.07,0,10
30,39996,0,2.0,4,B,10000,10.75,0,0.25,0,8
31,39996,2,8.0,2,C,4000,14.35,0,0.1,1,9
31,56000,3,9.0,2,A,4000,5.79,0,0.07,0,9
28,56800,3,2.0,5,A,4000,7.88,0,0.07,0,9
30,39996,0,8.0,3,C,10000,12.73,0,0.25,0,6
27,58000,3,2.0,1,B,4000,9.67,0,0.07,0,9
32,60000,3,3.0,2,B,4000,10.99,0,0.07,0,10
29,60000,3,0.0,2,A,4000,7.88,0,0.07,0,6
31,39996,0,3.0,5,B,9600,11.26,0,0.24,0,7
29,60000,3,0.0,5,A,4000,7.88,0,0.07,0,5
35,60000,3,0.0,0,C,4000,13.98,0,0.07,0,7
28,61500,3,1.0,2,B,4000,10.95,0,0.07,0,8
35,63000,3,3.0,5,B,4000,11.14,0,0.06,0,8
27,63500,3,3.0,4,B,4000,10.37,0,0.06,0,9
27,64200,3,2.0,4,B,4000,9.25,0,0.06,0,5
27,65000,3,9.0,4,A,4000,6.99,0,0.06,0,5
27,65000,3,2.0,2,A,4000,5.99,0,0.06,0,5
29,65000,3,3.0,5,A,4000,7.74,0,0.06,0,6
33,65000,3,1.0,3,C,4000,12.87,0,0.06,0,7
28,40000,0,9.0,4,B,19200,9.91,0,0.48,0,9
30,59000,3,4.0,4,A,4000,8.94,1,0.07,0,7
33,68000,3,3.0,1,B,4000,10.99,0,0.06,0,10
29,70000,3,0.0,4,B,4000,10.99,0,0.06,0,5
28,34000,0,12.0,1,D,10000,16.77,1,0.29,1,7
29,72000,3,3.0,2,E,4000,18.79,0,0.06,0,6
32,72000,3,6.0,2,B,4000,10.0,0,0.06,0,6
31,72000,3,15.0,1,B,4000,9.99,0,0.06,0,5
27,40000,0,7.0,2,B,14675,12.69,0,0.37,0,10
31,75000,3,4.0,3,C,4000,13.49,0,0.05,1,8
29,75000,3,2.0,0,A,4000,8.49,0,0.05,0,6
29,75000,3,4.0,2,C,4000,12.68,0,0.05,0,5
30,40000,0,8.0,2,B,8600,10.65,0,0.21,0,6
32,75250,3,1.0,0,C,4000,12.99,0,0.05,0,7
33,78000,3,5.0,3,A,4000,7.14,0,0.05,0,7
32,78000,3,1.0,3,B,4000,9.88,0,0.05,0,6
27,80000,3,3.0,0,B,4000,12.69,0,0.05,0,8
28,34000,0,2.0,3,B,8000,12.69,1,0.24,0,9
29,34000,0,0.0,3,D,10200,17.27,1,0.3,1,5
32,82350,3,16.0,3,B,4000,9.91,0,0.05,0,9
33,84996,3,2.0,1,A,4000,8.59,0,0.05,0,6
27,86095,3,5.0,2,C,4000,13.99,0,0.05,0,8
27,34000,0,6.0,2,B,8875,10.65,1,0.26,0,9
28,90000,3,0.0,5,C,4000,13.49,0,0.04,0,8
31,40000,0,4.0,0,B,4625,12.42,0,0.12,0,5
31,91000,3,12.0,1,A,4000,7.66,0,0.04,0,6
32,95000,3,16.0,2,A,4000,7.49,0,0.04,0,8
30,96000,3,1.0,5,B,4000,10.75,0,0.04,0,5
31,40000,0,5.0,2,A,14000,6.03,0,0.35,0,7
27,79050,3,11.0,3,D,4000,14.46,1,0.04,0,9
30,40000,0,9.0,0,B,3000,11.71,0,0.07,0,7
32,107000,3,4.0,3,C,4000,13.98,0,0.04,0,7
32,96000,3,14.0,0,E,4000,17.93,1,0.04,1,9
28,98000,3,6.0,1,A,4000,7.51,1,0.04,0,7
28,110000,3,3.0,0,B,4000,12.18,0,0.04,0,9
32,115000,3,2.0,1,B,4000,12.69,0,0.03,0,10
28,125000,3,1.0,0,C,4000,13.35,0,0.03,1,5
28,135000,3,5.0,5,B,4000,12.42,0,0.03,0,5
27,138000,3,2.0,0,B,4000,11.71,1,0.03,0,10
29,40000,0,0.0,1,A,10625,6.62,0,0.27,0,5
28,21000,3,0.0,4,D,4200,15.21,1,0.2,1,10
28,28800,3,0.0,3,A,4200,7.51,0,0.15,0,5
27,20000,3,0.0,0,D,4350,16.29,1,0.22,1,7
28,40000,0,1.0,5,C,2400,13.49,0,0.06,0,10
35,78000,3,1.0,4,C,4350,15.27,1,0.06,0,6
32,42500,3,3.0,4,C,4375,12.23,0,0.1,1,5
27,96000,3,0.0,0,B,4375,8.88,0,0.05,0,7
